core_name,core_no.,core_depth,obs_sand_pct,obs_silt_pct,obs_clay_pct,obs_texture,wss1,wss1_silt_pct,wss1_sand_pct,wss1_clay_pct,wss1_texture,wss1_txt_mtd,wss1_ksat,wss1_ksat_mtd,wss2,wss2_silt_pct,wss2_sand_pct,wss2_clay_pct,wss2_texture,wss2_txt_mtd,wss2_ksat,wss2_ksat_mtd,longitude,latitude,wss3,wss3_silt_pct,wss3_sand_pct,wss3_clay_pct,wss3_texture,wss3txt_mtd,wss3_ksat,wss3_ksat_mtd,wss4,wss4_silt_pct,wss4_sand_pct,wss4_clay_pct,wss4_texture,wss4txt_mtd,wss4_ksat,wss4_ksat_mtd,wss5,wss5_silt_pct,wss5_sand_pct,wss5_clay_pct,wss5_texture,wss5txt_mtd,wss5_ksat,wss5_ksat_mtd,wss6,wss6_silt_pct,wss6_sand_pct,wss6_clay_pct,wss6_texture,wss6_txt_mtd,wss6_ksat,wss6_ksat_mtd
jwp,Upland-1,90-100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,0-10,0,56.8,43.2,Silty Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,10-20,28.9,14.9,56.2,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,20-30,30.7,61.4,7.9,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,30-40,30.7,17.8,51.5,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,40-50,18.2,13.1,68.7,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,50-60,21.8,22.5,55.7,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,60-70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,70-80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,80-90,13.4,25.8,60.8,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwp,Upland-2,90-100,31.6,15.3,53.1,Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
